threshold,precision,recall,f1
0.1,0.4666666666666667,1.0,0.6363636363636364
0.11,0.509090909090909,1.0,0.6746987951807228
0.12,0.5384615384615384,1.0,0.7
0.13,0.56,1.0,0.717948717948718
0.14,0.5714285714285714,1.0,0.7272727272727273
0.15,0.5833333333333334,1.0,0.7368421052631579
0.16,0.5833333333333334,1.0,0.7368421052631579
0.17,0.6086956521739131,1.0,0.7567567567567568
0.18,0.6086956521739131,1.0,0.7567567567567568
0.19,0.6222222222222222,1.0,0.7671232876712328
0.2,0.6363636363636364,1.0,0.7777777777777778
0.21,0.6363636363636364,1.0,0.7777777777777778
0.22,0.6363636363636364,1.0,0.7777777777777778
0.23,0.6363636363636364,1.0,0.7777777777777778
0.24,0.6511627906976745,1.0,0.7887323943661971
0.25,0.6511627906976745,1.0,0.7887323943661971
0.26,0.6666666666666666,1.0,0.8
0.27,0.6666666666666666,1.0,0.8
0.28,0.6923076923076923,0.9642857142857143,0.8059701492537313
0.29,0.6923076923076923,0.9642857142857143,0.8059701492537313
0.3,0.6923076923076923,0.9642857142857143,0.8059701492537313
0.31,0.7105263157894737,0.9642857142857143,0.8181818181818182
0.32,0.7105263157894737,0.9642857142857143,0.8181818181818182
0.33,0.7105263157894737,0.9642857142857143,0.8181818181818182
0.34,0.7105263157894737,0.9642857142857143,0.8181818181818182
0.35,0.7105263157894737,0.9642857142857143,0.8181818181818182
0.36,0.7027027027027027,0.9285714285714286,0.8
0.37,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.38,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.39,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.4,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.41,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.42,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.43,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.44,0.7878787878787878,0.9285714285714286,0.8524590163934426
0.45,0.8125,0.9285714285714286,0.8666666666666667
0.46,0.8125,0.9285714285714286,0.8666666666666667
0.47,0.8387096774193549,0.9285714285714286,0.8813559322033898
0.48,0.8387096774193549,0.9285714285714286,0.8813559322033898
0.49,0.8387096774193549,0.9285714285714286,0.8813559322033898
0.5,0.8387096774193549,0.9285714285714286,0.8813559322033898
0.51,0.8333333333333334,0.8928571428571429,0.8620689655172413
0.52,0.8620689655172413,0.8928571428571429,0.8771929824561403
0.53,0.8620689655172413,0.8928571428571429,0.8771929824561403
0.54,0.8620689655172413,0.8928571428571429,0.8771929824561403
0.55,0.8620689655172413,0.8928571428571429,0.8771929824561403
0.56,0.8620689655172413,0.8928571428571429,0.8771929824561403
0.57,0.8620689655172413,0.8928571428571429,0.8771929824561403
0.58,0.8620689655172413,0.8928571428571429,0.8771929824561403
0.59,0.8620689655172413,0.8928571428571429,0.8771929824561403
0.6,0.8620689655172413,0.8928571428571429,0.8771929824561403
0.61,0.8620689655172413,0.8928571428571429,0.8771929824561403
0.62,0.8846153846153846,0.8214285714285714,0.8518518518518519
0.63,0.8846153846153846,0.8214285714285714,0.8518518518518519
0.64,0.8846153846153846,0.8214285714285714,0.8518518518518519
0.65,0.88,0.7857142857142857,0.8301886792452831
0.66,0.8695652173913043,0.7142857142857143,0.7843137254901961
0.67,0.9523809523809523,0.7142857142857143,0.8163265306122449
0.68,0.9523809523809523,0.7142857142857143,0.8163265306122449
0.69,0.9523809523809523,0.7142857142857143,0.8163265306122449
0.7,0.9523809523809523,0.7142857142857143,0.8163265306122449
0.71,0.9523809523809523,0.7142857142857143,0.8163265306122449
0.72,0.9523809523809523,0.7142857142857143,0.8163265306122449
0.73,0.9523809523809523,0.7142857142857143,0.8163265306122449
0.74,0.9523809523809523,0.7142857142857143,0.8163265306122449
0.75,0.9473684210526315,0.6428571428571429,0.7659574468085106
0.76,0.9444444444444444,0.6071428571428571,0.7391304347826086
0.77,0.9444444444444444,0.6071428571428571,0.7391304347826086
0.78,0.9444444444444444,0.6071428571428571,0.7391304347826086
0.79,0.9411764705882353,0.5714285714285714,0.7111111111111111
0.8,0.9411764705882353,0.5714285714285714,0.7111111111111111
0.81,1.0,0.5357142857142857,0.6976744186046512
0.82,1.0,0.5357142857142857,0.6976744186046512
0.83,1.0,0.5357142857142857,0.6976744186046512
0.84,1.0,0.5,0.6666666666666666
0.85,1.0,0.4642857142857143,0.6341463414634146
0.86,1.0,0.35714285714285715,0.5263157894736842
0.87,1.0,0.32142857142857145,0.4864864864864865
0.88,1.0,0.32142857142857145,0.4864864864864865
0.89,1.0,0.25,0.4
