threshold,precision,recall,f1
0.1,0.6363636363636364,1.0,0.7777777777777778
0.11,0.6511627906976745,1.0,0.7887323943661971
0.12,0.6829268292682927,1.0,0.8115942028985508
0.13,0.6829268292682927,1.0,0.8115942028985508
0.14,0.6829268292682927,1.0,0.8115942028985508
0.15,0.7,1.0,0.8235294117647058
0.16,0.7,1.0,0.8235294117647058
0.17,0.717948717948718,1.0,0.835820895522388
0.18,0.717948717948718,1.0,0.835820895522388
0.19,0.7368421052631579,1.0,0.8484848484848485
0.2,0.7368421052631579,1.0,0.8484848484848485
0.21,0.7368421052631579,1.0,0.8484848484848485
0.22,0.75,0.9642857142857143,0.84375
0.23,0.7714285714285715,0.9642857142857143,0.8571428571428571
0.24,0.7714285714285715,0.9642857142857143,0.8571428571428571
0.25,0.7714285714285715,0.9642857142857143,0.8571428571428571
0.26,0.7714285714285715,0.9642857142857143,0.8571428571428571
0.27,0.7714285714285715,0.9642857142857143,0.8571428571428571
0.28,0.7714285714285715,0.9642857142857143,0.8571428571428571
0.29,0.7714285714285715,0.9642857142857143,0.8571428571428571
0.3,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.31,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.32,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.33,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.34,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.35,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.36,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.37,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.38,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.39,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.4,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.41,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.42,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.43,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.44,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.45,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.46,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.47,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.48,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.49,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.5,0.7647058823529411,0.9285714285714286,0.8387096774193549
0.51,0.8125,0.9285714285714286,0.8666666666666667
0.52,0.8125,0.9285714285714286,0.8666666666666667
0.53,0.8125,0.9285714285714286,0.8666666666666667
0.54,0.8125,0.9285714285714286,0.8666666666666667
0.55,0.8125,0.9285714285714286,0.8666666666666667
0.56,0.8387096774193549,0.9285714285714286,0.8813559322033898
0.57,0.8333333333333334,0.8928571428571429,0.8620689655172413
0.58,0.8333333333333334,0.8928571428571429,0.8620689655172413
0.59,0.8333333333333334,0.8928571428571429,0.8620689655172413
0.6,0.8333333333333334,0.8928571428571429,0.8620689655172413
0.61,0.8333333333333334,0.8928571428571429,0.8620689655172413
0.62,0.8928571428571429,0.8928571428571429,0.8928571428571429
0.63,0.8888888888888888,0.8571428571428571,0.8727272727272727
0.64,0.8888888888888888,0.8571428571428571,0.8727272727272727
0.65,0.8888888888888888,0.8571428571428571,0.8727272727272727
0.66,0.9230769230769231,0.8571428571428571,0.8888888888888888
0.67,0.9230769230769231,0.8571428571428571,0.8888888888888888
0.68,0.9230769230769231,0.8571428571428571,0.8888888888888888
0.69,0.9230769230769231,0.8571428571428571,0.8888888888888888
0.7,0.9230769230769231,0.8571428571428571,0.8888888888888888
0.71,0.92,0.8214285714285714,0.8679245283018868
0.72,0.92,0.8214285714285714,0.8679245283018868
0.73,0.9166666666666666,0.7857142857142857,0.8461538461538461
0.74,0.9565217391304348,0.7857142857142857,0.8627450980392157
0.75,0.9565217391304348,0.7857142857142857,0.8627450980392157
0.76,0.9565217391304348,0.7857142857142857,0.8627450980392157
0.77,0.9565217391304348,0.7857142857142857,0.8627450980392157
0.78,0.9545454545454546,0.75,0.84
0.79,0.95,0.6785714285714286,0.7916666666666666
0.8,0.9473684210526315,0.6428571428571429,0.7659574468085106
0.81,1.0,0.6071428571428571,0.7555555555555555
0.82,1.0,0.5714285714285714,0.7272727272727273
0.83,1.0,0.5714285714285714,0.7272727272727273
0.84,1.0,0.5714285714285714,0.7272727272727273
0.85,1.0,0.5714285714285714,0.7272727272727273
0.86,1.0,0.5714285714285714,0.7272727272727273
0.87,1.0,0.5714285714285714,0.7272727272727273
0.88,1.0,0.5357142857142857,0.6976744186046512
0.89,1.0,0.4642857142857143,0.6341463414634146
