threshold,precision,recall,f1
0.1,0.5,1.0,0.6666666666666666
0.11,0.5283018867924528,1.0,0.691358024691358
0.12,0.56,1.0,0.717948717948718
0.13,0.5714285714285714,1.0,0.7272727272727273
0.14,0.5833333333333334,1.0,0.7368421052631579
0.15,0.6086956521739131,1.0,0.7567567567567568
0.16,0.6086956521739131,1.0,0.7567567567567568
0.17,0.6222222222222222,1.0,0.7671232876712328
0.18,0.6222222222222222,1.0,0.7671232876712328
0.19,0.6363636363636364,1.0,0.7777777777777778
0.2,0.6363636363636364,1.0,0.7777777777777778
0.21,0.6666666666666666,1.0,0.8
0.22,0.6666666666666666,1.0,0.8
0.23,0.6666666666666666,1.0,0.8
0.24,0.6829268292682927,1.0,0.8115942028985508
0.25,0.7,1.0,0.8235294117647058
0.26,0.7,1.0,0.8235294117647058
0.27,0.7,1.0,0.8235294117647058
0.28,0.7368421052631579,1.0,0.8484848484848485
0.29,0.7368421052631579,1.0,0.8484848484848485
0.3,0.7368421052631579,1.0,0.8484848484848485
0.31,0.7368421052631579,1.0,0.8484848484848485
0.32,0.7368421052631579,1.0,0.8484848484848485
0.33,0.7368421052631579,1.0,0.8484848484848485
0.34,0.7368421052631579,1.0,0.8484848484848485
0.35,0.7368421052631579,1.0,0.8484848484848485
0.36,0.7368421052631579,1.0,0.8484848484848485
0.37,0.7368421052631579,1.0,0.8484848484848485
0.38,0.7567567567567568,1.0,0.8615384615384616
0.39,0.7567567567567568,1.0,0.8615384615384616
0.4,0.7714285714285715,0.9642857142857143,0.8571428571428571
0.41,0.7714285714285715,0.9642857142857143,0.8571428571428571
0.42,0.7714285714285715,0.9642857142857143,0.8571428571428571
0.43,0.7714285714285715,0.9642857142857143,0.8571428571428571
0.44,0.7941176470588235,0.9642857142857143,0.8709677419354839
0.45,0.7941176470588235,0.9642857142857143,0.8709677419354839
0.46,0.7878787878787878,0.9285714285714286,0.8524590163934426
0.47,0.7878787878787878,0.9285714285714286,0.8524590163934426
0.48,0.8125,0.9285714285714286,0.8666666666666667
0.49,0.8125,0.9285714285714286,0.8666666666666667
0.5,0.8387096774193549,0.9285714285714286,0.8813559322033898
0.51,0.8387096774193549,0.9285714285714286,0.8813559322033898
0.52,0.8387096774193549,0.9285714285714286,0.8813559322033898
0.53,0.8387096774193549,0.9285714285714286,0.8813559322033898
0.54,0.8666666666666667,0.9285714285714286,0.896551724137931
0.55,0.8666666666666667,0.9285714285714286,0.896551724137931
0.56,0.8666666666666667,0.9285714285714286,0.896551724137931
0.57,0.8666666666666667,0.9285714285714286,0.896551724137931
0.58,0.8666666666666667,0.9285714285714286,0.896551724137931
0.59,0.8666666666666667,0.9285714285714286,0.896551724137931
0.6,0.8666666666666667,0.9285714285714286,0.896551724137931
0.61,0.8666666666666667,0.9285714285714286,0.896551724137931
0.62,0.8620689655172413,0.8928571428571429,0.8771929824561403
0.63,0.8620689655172413,0.8928571428571429,0.8771929824561403
0.64,0.8888888888888888,0.8571428571428571,0.8727272727272727
0.65,0.8846153846153846,0.8214285714285714,0.8518518518518519
0.66,0.9166666666666666,0.7857142857142857,0.8461538461538461
0.67,0.9166666666666666,0.7857142857142857,0.8461538461538461
0.68,0.9166666666666666,0.7857142857142857,0.8461538461538461
0.69,0.9130434782608695,0.75,0.8235294117647058
0.7,0.9545454545454546,0.75,0.84
0.71,0.9523809523809523,0.7142857142857143,0.8163265306122449
0.72,0.9523809523809523,0.7142857142857143,0.8163265306122449
0.73,1.0,0.6785714285714286,0.8085106382978723
0.74,1.0,0.6428571428571429,0.782608695652174
0.75,1.0,0.6428571428571429,0.782608695652174
0.76,1.0,0.6428571428571429,0.782608695652174
0.77,1.0,0.6428571428571429,0.782608695652174
0.78,1.0,0.6428571428571429,0.782608695652174
0.79,1.0,0.6071428571428571,0.7555555555555555
0.8,1.0,0.6071428571428571,0.7555555555555555
0.81,1.0,0.6071428571428571,0.7555555555555555
0.82,1.0,0.5714285714285714,0.7272727272727273
0.83,1.0,0.5714285714285714,0.7272727272727273
0.84,1.0,0.5357142857142857,0.6976744186046512
0.85,1.0,0.5,0.6666666666666666
0.86,1.0,0.5,0.6666666666666666
0.87,1.0,0.4642857142857143,0.6341463414634146
0.88,1.0,0.4642857142857143,0.6341463414634146
0.89,1.0,0.35714285714285715,0.5263157894736842
