feature,importance
thal_3,0.17615828
cp_4,0.106765576
thal_7,0.094205
ca_1,0.065633096
ca_0,0.059190728
exang_1,0.053488266
exang_0,0.05138325
slope_2,0.047884405
cp_1,0.041834123
oldpeak,0.041540038
age,0.038550917
thalach,0.03393528
slope_1,0.033761956
sex_0,0.031816617
trestbps,0.026198082
chol,0.026052129
cp_3,0.025500117
restecg_0,0.024318418
sex_1,0.021783663
cp_2,0.0
fbs_0,0.0
restecg_1,0.0
restecg_2,0.0
fbs_1,0.0
ca_2,0.0
slope_3,0.0
ca_3,0.0
thal_6,0.0
